Tipo,Categoria,Consumo,Consumidores,Inicio,Frequ̻ncia,Comprimento_Serie
CATIVO,CHV,"[18120257.588      18128738.786      18429490.582      18918154.515
 18037960.067      17764778.194      17867068.94       17958670.429
 18460331.057      18420574.665      18240833.382      18300305.568
 17453740.787      16890043.625      17271277.969      17783539.855
 16897869.042      16930252.044      16599987.171      16637333.857
 17094366.739      16928627.408      16891975.333      16968106.976
 16477583.34       17233968.561      17405709.221      17171681.663
 16365056.454      16349376.562      16205713.979      16555909.938
 16766303.194      16691015.404      17061196.673      17217019.231
 17095007.         17232541.         17761362.         18235232.
 17437899.         16859100.         16524070.         16917071.
 17532504.         17586358.         17961397.         17710605.
 17837099.         18361596.         18021924.         18136213.
 18204585.         17743134.         17874162.         18535081.
 18553167.         18953476.         19134262.         18175448.
 18001058.2        18284481.01       19088815.01       19022143.5
 18144786.3        17873024.45       18059618.23       18479906.5
 18710781.71       19047676.74       19307240.6        19812343.6
 19364438.723      19704751.         20197032.         20036780.
 19089437.         18880647.         18484253.         19264961.
 19607558.504      19291173.462      19227614.687      20230332.689
 20256562.         20658533.         20672291.         20307470.
 19849354.         19443129.         19531542.         20011207.
 20631763.         20254806.         20043308.         20468414.
 20024555.732      20867044.934      21846898.022      21323645.371
 20067454.873      20080627.774      19393153.091      20137516.877
 20705793.494      20593924.227      21498860.909      21168490.961
 21408946.         21280507.         21207822.         20810682.
 20723068.         20356566.         20181738.         20741350.
 20825776.         21242100.         21738624.         21761485.
 22519124.         24164448.3        22656841.         21862416.
 21542628.         20615034.         20689645.         21120018.
 21369134.         22469801.         23039911.         22348304.
 23303997.309      23500119.         22224866.         22117168.
 20845501.         20231101.         20070710.         20745329.
 20663562.         21769113.         21876741.         21513888.
 21753504.         22017500.         21864030.         22695732.
 20897571.         19849432.         19436791.         19383259.
 19901817.         19595018.         19815850.         20006373.
 20678775.18       20384190.507      21258694.289      20001345.787
 18897338.745      18704289.3        18150983.37       18166747.6
 19195494.         19208829.         19459868.         19519307.
 19902504.015      20049616.655      20472484.578      20459461.025
 19640535.183      18630778.509      18449143.677      18579096.037
 19095378.374      19366183.65       19506987.067      20002037.096
 21174352.456      21613590.733      20658758.432      19611925.44
 19785140.104      18510824.634      18059716.612      18353214.627
 18995179.21799999 19784332.97       20542531.534      19785597.421
 20252656.10000001 20269011.622      20007335.827      18424901.954
 17278232.91       16880424.263      17412343.939      18078192.228
 18672054.459      20090201.685      19215665.768      19871295.48
 20319303.026      19676290.947      20817331.868      19877482.087
 18203911.946      18000913.259      17616436.94       17925482.748
 18957915.845      18860763.684      18300994.224      19348720.118
 19362128.448      19341164.617      20556361.468      19566051.62
 18215544.357      17714345.358      17514739.38       17918539.304
 18242492.077      18101506.66       18458596.165      19398206.021
 18608807.72       19666109.37       20537058.479      20058528.832
 18217039.51       18113811.557      17639264.877      18127548.314
 18868920.916      19883917.157      20188712.645      21104406.86
 20827440.228      20604461.016      21298927.756      20328384.97
 19996048.915      18932688.169      18021183.662      18457234.626
 18687981.856      19853306.85400001 18925022.684      19423805.65
 19515419.276      20548791.699      20872093.175      18659203.543
 17994091.566      17294913.833             0.        ]","[53331275.    53560192.595 53751078.079 53934062.    53841309.
 53973855.    54097775.    54323121.    54403926.    54797451.
 54701420.    54842923.    55370816.    55436106.    55625822.
 55735754.    55764322.307 56018609.307 56161280.307 56322008.
 56462947.461 56628029.461 56766920.53  56941976.576 57180385.474
 57318674.46  57504933.    57609801.    57789205.    57924467.
 58065641.    58259189.    58452658.    58578095.    58895952.
 58978724.    59087811.    59354619.    59561486.    59555275.
 59748280.    59931782.    60058994.    60295467.    60452089.
 60704431.    60877777.    61081716.    61345496.    61788438.
 62048274.    62178712.    62340126.    62206021.    62389390.
 62596769.    62801341.    63036950.    63082334.    63366101.
 63514515.    63489402.    64007678.    64072400.    64188620.
 64309815.    64623574.    64688751.    64906206.    65147298.
 65288735.    65527345.    65741576.    65828691.    66226631.
 66306118.    66473362.    66640531.    66861914.    67100529.
 67276859.    67393297.    67782320.    67905461.    68118259.
 68327606.    68485687.    68673224.    68981940.    69083738.
 69387939.    69571616.    69718498.    69871857.    70100035.
 70320964.    70504711.    70638070.    70846097.    70974472.
 71066886.    71209750.    71349711.    71646990.    71793853.
 72058081.    72219761.    72374444.    72563894.    72792917.
 72992954.    73145381.    73343259.    73546259.    73768216.
 73948357.    74146410.    74389112.    74602187.    74810612.
 75033221.    75279282.    75465222.    75646732.    75855132.
 76010808.    76209960.    76317468.    76618822.    76773902.
 76878951.    77167716.    77315855.    77508452.    77201309.
 77342255.    78085787.    78250282.    78334482.    78334933.
 78626005.    78847521.    78966787.    79103396.    79288195.
 79438125.    79387317.    79592148.    79815365.    79939336.
 80116873.    80244830.    80346713.    80393201.    80580252.
 80724613.    80788262.    80899752.    81085506.    81147701.
 81372107.    81462358.    81603998.    81800685.    81889169.
 81973874.    82218818.    82453088.    82382992.    82470483.
 82707846.    82842152.    82996896.    83081180.    83244117.
 83287490.    83371036.    83502718.    83605445.    83669300.
 83851891.    83943481.    84077495.    84188433.    84376684.
 84308093.    84508471.    84723547.    84841906.    84978181.
 84976157.    85058825.    84995588.    85055999.    85257937.
 85287121.    84793225.    85216415.    85523146.    85997385.
 86203562.    86289244.    86372229.    86627431.    86802177.
 86809825.    87056164.    87017279.    87110697.    87371991.
 87597886.    87751817.    87809286.    87989524.    87979983.
 88033319.    88690958.    88771267.    88915735.    89102020.
 89407322.    89506052.    89700022.    90027144.    90218149.
 90170155.    90308687.    90543445.    91011719.    91096002.
 91307773.    91545960.    91599959.    91899647.    92025911.
 92049225.    92168127.    92452942.    92484442.    92800017.
 92630857.    93048470.    93129454.    93273603.    93145935.
 93244970.    93555188.    93948818.    93906996.    94283939.
 94182544.    94227357.    94060978.    94169854.    94354095.
 94719562.    94796566.    94696973.           0.   ]",2004-01-01,Mensal,259
CATIVO,SHV,"[5886826.134 5504350.165 5780388.121 5893731.683 5870398.305 5323416.122
 4779953.943 4888812.977 5015909.626 5068034.905 5160150.005 5217571.24
 5144139.544 4890607.832 5016494.028 5014137.16  5019106.18  4900840.639
 4934586.566 5010556.316 5089419.476 5165908.825 5255963.405 5269324.857
 5059562.831 4915160.659 5095133.65  4981711.513 4926788.88  4920880.916
 4913812.926 5108219.625 5196315.4   5336897.364 5349948.366 5311280.318
 5330791.    5112301.    5106370.    5275992.    5302378.    5307580.
 5284790.    5388495.    5354605.    5649210.    5747929.    5728918.
 5799795.235 5600020.653 5653588.812 5563009.284 5690109.365 5562397.811
 5700363.043 5832228.636 6008542.691 6183869.377 6108039.533 5977954.45
 5831715.    5593795.    5819892.    5817373.    5646920.    5647376.
 5753466.    5980050.    6119566.    6325379.    6348799.    6578312.
 6126443.106 5995354.748 6512147.82  6385606.491 6422839.    6434562.
 6319626.    6311091.229 6451393.511 6664408.527 6668130.572 6682297.712
 6491560.262 5991258.658 6441073.052 6414848.049 6341537.385 6345900.72
 6440000.622 6632065.841 6719925.336 6809603.383 6717929.766 6877686.783
 6628684.082 6375173.547 6719770.429 6570851.777 6722598.154 6539033.832
 6433073.908 6707611.697 6662660.161 6801881.388 6833426.655 6795785.024
 6917323.738 6756510.72  6887764.551 7122854.428 6968279.566 6756287.008
 6923516.027 6952414.262 7021810.164 7445693.377 7351290.54  7357317.244
 7405151.    7191026.    7384623.    7303969.    7433751.    7193943.
 7339104.    7437741.    7609228.    7788844.    7753118.    7765642.
 7722801.876 7514599.    7593087.    7521271.    7582795.    7407097.
 7187552.    7308787.49  7530093.    7832410.    7830290.    7974042.
 7498191.    7237576.6   7698824.    7497212.    7595270.    7494639.
 7291247.    7413009.    7492790.    7555582.    7673739.    7653539.
 7184933.    6849259.    7183445.    7060512.    7291274.    7167202.
 6820876.    7064435.    7135841.    7460171.    7484279.    7425345.
 6751387.824 6491739.119 6668553.02  6732014.706 6730472.427 6657460.801
 6491246.296 6731587.412 6781295.724 7210886.624 7289574.92  6933781.447
 6782638.243 6714009.631 6944161.922 6736890.306 6990437.861 6667957.983
 6679494.115 6605200.017 6878269.249 7210614.202 7383541.805 7563121.197
 6970800.074 6740163.103 6922157.165 6560892.683 6390228.362 6254549.432
 6490643.383 6547960.792 6857584.039 7237953.918 6922856.33  6877534.323
 7045658.414 6732153.727 6805896.219 6955099.392 6643722.473 6814843.035
 6639030.9   6815653.432 7041940.937 7261836.211 7179648.7   7297976.459
 6841449.757 6545860.548 7008383.477 6778801.7   6908241.612 6646589.099
 6599456.055 6863676.103 7093810.11  7205151.906 7300697.985 7150995.029
 6896015.902 6714995.73  7088673.543 6960295.862 7211850.31  7056949.499
 6838389.51  7142076.687 7492018.335 7620565.679 7927576.805 7775049.327
 7579891.412 7302438.349 7302427.014 7510909.024 7445993.654 7318915.506
 7090631.762 7212867.668 7473980.244 7551938.872 7780139.841 7632760.515
 7252774.724 6952210.085 7052139.111 7153879.737 7372749.598 7037563.503
       0.   ]","[15379129.    15484829.595 15524473.    15650207.    15541481.
 15580535.    15602028.    15750600.    15750999.    15832327.
 15910812.    15949751.    16051910.    16067675.    16141413.
 16184284.    16196098.307 16281793.307 16352862.307 16418439.
 16469597.461 16537515.461 16599711.53  16677441.576 16756446.474
 16827487.46  16904415.    16969396.    17035942.    17106459.
 17159693.    17229002.    17314052.    17389166.    17466552.
 17554135.    17533428.    17754706.    17854372.    17773326.
 17856812.    17933404.    18010699.    18092793.    18173697.
 18278147.    18353428.    18440553.    18526334.    18615120.
 18692432.    18764617.    18829207.    18878260.    18953581.
 19030644.    19113656.    19190578.    19267926.    19390642.
 19454558.    19497408.    19615416.    19671701.    19726146.
 19835353.    19901064.    19999980.    20134481.    20183090.
 20320745.    20413801.    20505444.    20578436.    20706752.
 20796536.    20880791.    20961811.    21051987.    21134434.
 21199120.    21330858.    21411394.    21483549.    21585219.
 21665199.    21743288.    21817220.    21893263.    21978373.
 22059220.    22127031.    22178587.    22228796.    22336063.
 22392344.    22462854.    22509081.    22559411.    22615313.
 22632199.    22734267.    22817501.    22974816.    23051256.
 23129076.    23186597.    23255563.    23341719.    23409312.
 23465189.    23541863.    23606174.    23675048.    23737660.
 23810453.    23898431.    23973421.    24046699.    24122340.
 24229575.    24305875.    24393902.    24460831.    24539699.
 24606083.    24691330.    24769104.    24847339.    24925344.
 24986848.    25067751.    25152520.    25210886.    25299005.
 25369495.    25422748.    25477873.    25537633.    25601497.
 25674338.    25747435.    25767958.    25859760.    25894740.
 25967798.    25968041.    26064976.    26204411.    26257127.
 26347553.    26395188.    26450436.    26489794.    26535248.
 26597729.    26658118.    26684462.    26773064.    26814635.
 26905403.    26938938.    27003619.    27077055.    27122457.
 27188053.    27216502.    27242455.    27226773.    27248117.
 27333488.    27375858.    27420466.    27468182.    27524853.
 27542822.    27561018.    27614556.    27632153.    27655641.
 27692803.    27748410.    27766692.    27802542.    27869867.
 27774666.    27898201.    28074005.    28125609.    28153471.
 28052175.    28231086.    28180186.    28247900.    28339062.
 28785823.    28220728.    28364436.    28443159.    28617282.
 28648752.    28748890.    28782951.    28837342.    28829465.
 28943547.    29000215.    28923892.    28982253.    29042204.
 29173833.    29205220.    29211599.    29303881.    29230668.
 29267905.    29532009.    29521986.    29601631.    29655551.
 29750276.    29777080.    29840010.    29967931.    30004810.
 30082194.    30126479.    30245418.    30459158.    30469293.
 30482113.    30601239.    30712684.    30729848.    30771200.
 30666668.    30879512.    31032926.    31100466.    31180201.
 31219807.    31130788.    31155000.    31324285.    31376772.
 31431355.    31620962.    31474163.    31594620.    31785825.
 31715979.    31714835.    31807317.    31796156.    31801606.
 32112597.    32044259.    31989079.           0.   ]",2004-01-01,Mensal,259
CATIVO,Residencial,"[ 6780680.373  6429337.18   6600338.007  6809006.361  6477341.432
  6291091.533  6292471.042  6304477.069  6604390.033  6606513.86
  6631190.163  6643371.195  7118537.783  6758333.1    6865215.603
  7131738.269  6718147.337  6776657.851  6644820.476  6704784.133
  6949354.55   6917987.523  6976440.905  7077729.55   7167631.952
  7131815.538  7408516.681  7229825.818  6933355.613  6963614.779
  6892915.368  6939971.547  7128370.581  7182235.971  7438708.379
  7366884.598  7710353.     7392941.     7594317.     7728826.
  7491488.     7204161.     7071277.     7344516.     7449312.
  7511776.     7768281.     7618124.     8134240.673  7958717.008
  7693600.865  7754681.104  7933880.683  7621230.414  7653505.215
  7880631.602  7815707.904  8119784.796  8237719.125  7942689.348
  8604549.     8149451.     8489683.     8472103.     8188290.
  7909210.     8104995.     8402964.     8416801.     8525741.
  8635752.     8876631.     9235076.     8912339.     9152747.
  9150250.     8708999.     8675796.     8447539.     8812297.
  8903996.     8951048.     8962739.     9301844.     9810199.
  9405182.     9507847.     9236686.     9137821.     8867816.
  9128445.     9201316.     9523959.     9364967.     9303323.
  9483105.     9800235.553  9704924.77  10270603.424  9928135.465
  9532019.14   9604889.498  9274297.07   9621636.852  9748529.22
  9787981.066 10239385.165 10133212.302 10924885.    10474529.
 10356996.    10301585.    10241914.    10092191.    10022335.
 10280497.    10251165.    10545296.    10710888.    10705681.
 11798319.    11878858.    11288501.    10780340.    10877148.
 10321869.    10555858.    10541572.    10575615.    11140609.
 11382391.    11160770.    12558302.07  11780261.    11098110.
 10889663.    10541785.    10112848.    10110752.    10312915.
 10436503.    11133353.    11131741.    11083535.    11830096.
 11351945.    11316243.    11782473.    10932332.    10613953.
 10380620.    10427772.    10890071.    10855564.    11133955.
 11357061.    11905635.    11369318.    12148596.    11135086.
 10938716.    10790363.    10428345.    10474921.    11096399.
 11174415.    11461775.    11441127.    11956876.928 11658567.463
 11949925.612 11932569.8   11400345.55  11065830.447 10790173.722
 10808430.207 11129205.169 11526543.151 11758471.387 11718315.908
 12937806.024 12626300.41  12383711.468 11569121.807 11926232.047
 11049947.316 10951801.305 10986640.856 11378824.274 11972683.905
 12423293.038 12200361.902 12908260.659 12382895.763 12431415.39
 12317889.169 11755429.937 11395468.913 11706238.099 11851295.9
 12239990.559 13089686.182 12777454.966 13312413.202 13653561.07
 12875575.391 13256125.7   13358596.752 11973657.267 12012389.103
 11712264.238 11849544.532 12610762.828 12551626.042 12391745.923
 13098917.806 13063159.814 12919991.037 13920233.753 12871669.228
 12276617.3   11916041.238 11976375.552 12075309.939 12504944.662
 12604802.241 12949280.26  13688211.921 13069699.87  13730552.352
 14366042.268 13702492.044 13078429.274 12838197.116 12583011.171
 12998579.363 13684394.628 14419593.398 14941061.351 15318599.363
 15445413.589 15206548.035 15611180.326 14946723.612 14841833.48
 13969224.083 13430604.327 13744072.006 14208155.246 15078461.471
 14799743.177 15229038.544          nan          nan          nan
          nan          nan          nan          nan]","[45430039.    45630099.    45874005.    46044908.    45965740.
 46078802.    46185866.    46379790.    46444030.    46807640.
 46749980.    46848803.    47310842.    47370980.    47537195.
 47628550.    47646178.182 47859338.182 47974144.182 48113779.
 48231324.215 48364511.215 48477738.25  48620918.303 48832682.257
 48949655.202 49142423.    49223956.    49381893.    49488764.
 49619532.    49775917.    49930638.    49993268.    50264291.
 50318859.    50411787.    50616909.    50794759.    50809168.
 50968860.    51120945.    51216986.    51420926.    51518818.
 51736528.    51878451.    52057455.    52285499.    52669169.
 52916044.    53037415.    53197046.    53058089.    53202195.
 53414111.    53648913.    53862496.    53902747.    54156879.
 54258623.    54269879.    54630946.    54711872.    54814253.
 54931592.    55159860.    55237523.    55442504.    55597776.
 55735510.    55949403.    56111732.    56224639.    56540077.
 56638313.    56795348.    56934054.    57126999.    57343690.
 57496824.    57565336.    57900214.    58006079.    58183991.
 58388142.    58499774.    58641852.    58909272.    58983656.
 59247444.    59417081.    59528802.    59597119.    59743665.
 59907083.    60055340.    60183237.    60361583.    60457849.
 60512633.    60635849.    60756114.    61010843.    61153048.
 61397185.    61552079.    61697228.    61853815.    62073586.
 62265199.    62400927.    62587920.    62786217.    62960302.
 63132080.    63279862.    63481975.    63665591.    63862330.
 64047311.    64284559.    64463187.    64626422.    64807449.
 64937801.    65129699.    65228365.    65484144.    65630035.
 65741529.    66006545.    66158585.    66324029.    66011656.
 66119519.    66846174.    66981801.    67061963.    67063442.
 67322607.    67528962.    67624544.    67746480.    67885189.
 68062676.    68062707.    68237273.    68436309.    68550599.
 68711532.    68828663.    68916120.    68967040.    69144246.
 69277400.    69338019.    69453616.    69627819.    69687290.
 69887798.    69990910.    70129610.    70312145.    70365850.
 70460217.    70682100.    70906516.    70845995.    70928804.
 71166013.    71297329.    71390898.    71490489.    71657143.
 71710038.    71800681.    71924061.    72023096.    72081459.
 72250204.    72335694.    72466363.    72572415.    72743384.
 72799444.    72864532.    73032010.    73078075.    73258190.
 73274312.    73332637.    73255056.    73307337.    73491022.
 73434980.    73092973.    73530274.    73799345.    74191084.
 74381785.    74472418.    74566318.    74808188.    75001110.
 74993968.    75210058.    75189003.    75271305.    75519323.
 75719388.    75887478.    75966902.    76145434.    76171887.
 76245552.    76834967.    77030469.    77273134.    77501073.
 77788706.    77910666.    78103287.    78401739.    78575825.
 78550504.    78699811.    78939055.    79356507.    79457640.
 79692714.    79951029.    80020981.    80295191.    80444586.
 80463287.    80589828.    80866423.    80896211.    81242648.
 81097470.    81587486.    81692373.    81790390.    81784101.
 81843721.    82173641.    82544750.    82541515.    82874116.
 82904399.    82944635.             nan          nan          nan
          nan          nan          nan          nan]",2004-01-01,Mensal,259
